	term	tag	value	pstv	ngtv	neut	dunno	pstvNgtvDisagreementRatio	Female	Male	F - M
44349	церковность	NEUT	0.4	0.32	0.136	0.398	0.146	0.07	0.379	0.75	-0.371
44350	церковный	NEUT	0.44	0.368	0.123	0.421	0.088	0.03	0.459	0.619	-0.16
44351	церковь	NEUT	0.5	0.39	0.119	0.372	0.119	0.04	0.538	0.638	-0.1
44352	цех	NEUT	0.0	0.12	0.02	0.74	0.12	0.0	0.399	0.75	-0.351
44353	цеховой	NEUT	0.0	0.161	0.065	0.645	0.129	0.0	0.327	0.648	-0.321
44354	цианид	NGTV	-0.53	0.03	0.44	0.4	0.13	0.0	0.622	0.682	-0.06
44355	цивилизация	NEUT	0.53	0.448	0.052	0.414	0.086	0.0	0.438	0.542	-0.104
44356	цивилизованность	PSTV	1.0	0.64	0.08	0.08	0.2	0.0	0.421	0.601	-0.18
44357	цивилизовать	PSTV	0.79	0.534	0.069	0.242	0.155	0.0	0.368	0.584	-0.216
44358	цивильный	PSTV	1.0	0.846	0.038	0.078	0.038	0.0	0.368	0.601	-0.233
44359	цикл	NEUT	0.0	0.07	0.047	0.697	0.186	0.0	0.551	0.675	-0.124
44360	циклически	NEUT	0.04	0.167	0.033	0.6	0.2	0.0	0.543	0.527	0.016
44361	циклический	NEUT	0.0	0.071	0.0	0.822	0.107	0.0	0.542	0.579	-0.037
44362	цикличность	NEUT	0.0	0.107	0.08	0.643	0.17	0.0	0.624	0.732	-0.108
44363	цикличный	NEUT	0.0	0.111	0.056	0.639	0.194	0.0	0.646	0.657	-0.011
44364	циклон	NEUT	-0.21	0.158	0.228	0.485	0.129	0.08	0.612	0.625	-0.013
44365	циклоп	NGTV	-0.35	0.125	0.277	0.41	0.188	0.05	0.574	0.661	-0.087
44366	цикорий	NEUT	0.13	0.204	0.041	0.571	0.184	0.0	0.662	0.692	-0.03
44367	цилиндр	NEUT	0.0	0.151	0.057	0.622	0.17	0.0	0.603	0.594	0.009
44368	цилиндрик	NEUT	0.17	0.26	0.02	0.64	0.08	0.0	0.657	0.621	0.036
44369	цилиндрический	NEUT	0.14	0.206	0.059	0.559	0.176	0.0	0.569	0.554	0.015
44370	цинга	NGTV	-1.0	0.077	0.5	0.115	0.308	0.0	0.536	0.667	-0.131
44371	цинизм	NGTV	-0.85	0.114	0.538	0.204	0.144	0.0	0.408	0.703	-0.295
44372	циник	NGTV	-0.75	0.031	0.554	0.277	0.138	0.0	0.462	0.565	-0.103
44373	цинически	NGTV	-0.87	0.118	0.555	0.201	0.126	0.0	0.434	0.433	0.001
44374	цинический	NGTV	-0.57	0.196	0.382	0.216	0.206	0.25	0.384	0.633	-0.249
44375	циничность	NGTV	-0.92	0.119	0.548	0.174	0.159	0.0	0.452	0.693	-0.241
44376	циничный	NGTV	-0.91	0.113	0.547	0.18	0.16	0.0	0.418	0.579	-0.161
44377	цинк	NEUT	0.0	0.074	0.074	0.63	0.222	0.0	0.507	0.713	-0.206
44378	цинковый	NEUT	0.0	0.085	0.064	0.66	0.191	0.0	0.476	0.641	-0.165
44379	цирк	PSTV	0.75	0.517	0.108	0.258	0.117	0.0	0.416	0.502	-0.086
44380	циркач	NEUT	0.46	0.383	0.148	0.382	0.087	0.09	0.45	0.585	-0.135
44381	циркачка	NEUT	0.41	0.351	0.09	0.451	0.108	0.0	0.585	0.464	0.121
44382	цирковой	NEUT	0.32	0.296	0.08	0.488	0.136	0.0	0.375	0.54	-0.165
44383	циркулирование	NEUT	0.0	0.121	0.03	0.788	0.061	0.0	0.55	0.636	-0.086
44384	циркулировать	NEUT	0.08	0.212	0.061	0.666	0.061	0.0	0.669	0.574	0.095
44385	циркуль	NEUT	0.0	0.103	0.052	0.69	0.155	0.0	0.602	0.629	-0.027
44386	циркульный	NEUT	0.08	0.176	0.059	0.559	0.206	0.0	0.535	0.596	-0.061
44387	циркуляр	NEUT	0.0	0.074	0.037	0.593	0.296	0.0	0.535	0.596	-0.061
44388	циркулярный	NEUT	0.04	0.185	0.037	0.667	0.111	0.0	0.64	0.608	0.032
44389	циркуляционный	NEUT	0.0	0.038	0.077	0.731	0.154	0.0	0.518	0.603	-0.085
44390	циркуляция	NEUT	0.0	0.0	0.103	0.69	0.207	0.0	0.613	0.593	0.02
44391	цирюльник	NEUT	0.09	0.17	0.064	0.532	0.234	0.0	0.484	0.745	-0.261
44392	цистерна	NEUT	0.03	0.195	0.0	0.707	0.098	0.0	0.532	0.649	-0.117
44393	цистит	NGTV	-1.0	0.079	0.684	0.105	0.132	0.0	0.596	0.572	0.024
44394	цитадель	NEUT	0.26	0.243	0.045	0.478	0.234	0.0	0.548	0.587	-0.039
44395	цитата	NEUT	0.09	0.214	0.054	0.661	0.071	0.0	0.373	0.538	-0.165
44396	цитатник	NEUT	0.21	0.24	0.038	0.53	0.192	0.0	0.386	0.647	-0.261
44397	цитирование	NEUT	0.18	0.221	0.048	0.539	0.192	0.0	0.405	0.66	-0.255
44398	цитировать	NEUT	0.38	0.357	0.045	0.509	0.089	0.0	0.525	0.653	-0.128
44399	цитоплазма	NEUT	0.05	0.2	0.033	0.7	0.067	0.0	0.547	0.663	-0.116
44400	цитрус	NEUT	0.41	0.382	0.024	0.496	0.098	0.0	0.637	0.59	0.047
44401	цитрусовый	NEUT	0.22	0.24	0.06	0.52	0.18	0.0	0.6	0.582	0.018
44402	циферблат	NEUT	0.13	0.232	0.018	0.643	0.107	0.0	0.637	0.531	0.106
44403	циферка	NEUT	0.41	0.339	0.052	0.444	0.165	0.0	0.441	0.628	-0.187
44404	цифра	NEUT	0.13	0.233	0.023	0.651	0.093	0.0	0.495	0.608	-0.113
44405	цифровой	NEUT	0.15	0.229	0.042	0.602	0.127	0.0	0.449	0.539	-0.09
44406	цоканье	NGTV	-0.39	0.107	0.33	0.447	0.116	0.0	0.502	0.533	-0.031
44407	цокать	NEUT	-0.26	0.114	0.254	0.492	0.14	0.0	0.581	0.588	-0.007
44408	цокнуть	NEUT	-0.34	0.068	0.301	0.476	0.155	0.0	0.43	0.622	-0.192
44409	цоколь	NEUT	0.1	0.2	0.04	0.6	0.16	0.0	0.514	0.686	-0.172
44410	цокольный	NEUT	0.0	0.095	0.111	0.627	0.167	0.0	0.398	0.643	-0.245
44411	цукат	NEUT	0.4	0.333	0.039	0.442	0.186	0.0	0.652	0.562	0.09
44412	цунами	NGTV	-1.0	0.043	0.848	0.066	0.043	0.0	0.518	0.635	-0.117
44413	цыган	NEUT	-0.18	0.148	0.204	0.481	0.167	0.06	0.466	0.611	-0.145
44414	цыганистый	NGTV	-0.95	0.0	0.567	0.166	0.267	0.0	0.412	0.601	-0.189
44415	цыганка	NEUT	-0.27	0.08	0.28	0.536	0.104	0.0	0.597	0.467	0.13
44416	цыганочка	NEUT	0.31	0.272	0.167	0.421	0.14	0.13	0.521	0.529	-0.008
44417	цыганский	NEUT	-0.3	0.097	0.298	0.516	0.089	0.0	0.461	0.565	-0.104
44418	цыганщина	NGTV	-1.0	0.0	0.64	0.16	0.2	0.0	0.542	0.521	0.021
44419	цыганёнок	NEUT	-0.27	0.172	0.267	0.475	0.086	0.1	0.538	0.583	-0.045
44420	цыкать	NGTV	-0.92	0.067	0.533	0.167	0.233	0.0	0.659	0.608	0.051
44421	цыкнуть	NGTV	-0.9	0.075	0.525	0.175	0.225	0.0	0.544	0.621	-0.077
44422	цыпа	NEUT	0.41	0.336	0.15	0.39	0.124	0.1	0.588	0.593	-0.005
44423	цыплячий	NEUT	-0.19	0.151	0.21	0.471	0.168	0.07	0.604	0.558	0.046
44424	цыплёнок	PSTV	0.64	0.587	0.0	0.391	0.022	0.0	0.709	0.62	0.089
44425	цыплёночек	PSTV	1.0	0.744	0.047	0.186	0.023	0.0	0.697	0.592	0.105
44426	цыпочка	NEUT	0.37	0.281	0.167	0.333	0.219	0.19	0.598	0.597	0.001
44427	чабрец	NEUT	0.19	0.23	0.03	0.54	0.2	0.0	0.595	0.612	-0.017
44428	чавканье	NGTV	-1.0	0.02	0.78	0.16	0.04	0.0	0.56	0.673	-0.113
44429	чавкать	NGTV	-1.0	0.083	0.733	0.101	0.083	0.0	0.554	0.655	-0.101
44430	чавкнуть	NGTV	-0.89	0.078	0.627	0.217	0.078	0.0	0.461	0.63	-0.169
44431	чад	NEUT	-0.31	0.162	0.197	0.265	0.376	0.29	0.574	0.659	-0.085
44432	чадо	PSTV	0.73	0.504	0.067	0.269	0.16	0.0	0.578	0.635	-0.057
44433	чадолюбивый	PSTV	1.0	0.714	0.0	0.179	0.107	0.0	0.454	0.737	-0.283
44434	чадолюбие	PSTV	1.0	0.714	0.071	0.036	0.179	0.0	0.477	0.731	-0.254
44435	чаевой	NEUT	0.5	0.347	0.03	0.346	0.277	0.0	0.463	0.637	-0.174
44436	чаепитие	PSTV	0.74	0.623	0.015	0.324	0.038	0.0	0.732	0.447	0.285
44437	чаеразвесочный	NEUT	0.0	0.034	0.103	0.656	0.207	0.0	0.445	0.564	-0.119
44438	чаинка	NEUT	0.0	0.146	0.0	0.634	0.22	0.0	0.592	0.564	0.028
44439	чай	NEUT	0.44	0.392	0.077	0.462	0.069	0.0	0.654	0.541	0.113
44440	чайник	NEUT	0.03	0.2	0.036	0.728	0.036	0.0	0.657	0.506	0.151
44441	чайничек	PSTV	0.6	0.492	0.059	0.373	0.076	0.0	0.683	0.488	0.195
44442	чайный	NEUT	0.36	0.36	0.018	0.543	0.079	0.0	0.62	0.494	0.126
44443	чакра	NEUT	0.38	0.311	0.076	0.437	0.176	0.0	0.505	0.574	-0.069
44444	чан	NEUT	0.0	0.121	0.03	0.637	0.212	0.0	0.571	0.569	0.002
44445	чаровать	PSTV	0.71	0.5	0.088	0.275	0.137	0.0	0.544	0.648	-0.104
44446	чаровник	NEUT	0.3	0.216	0.127	0.353	0.304	0.1	0.509	0.636	-0.127
44447	чародей	NEUT	0.34	0.294	0.133	0.447	0.126	0.04	0.479	0.682	-0.203
44448	чародейка	NEUT	0.32	0.297	0.158	0.466	0.079	0.08	0.632	0.542	0.09
44449	чародейный	NEUT	0.34	0.306	0.134	0.463	0.097	0.03	0.522	0.608	-0.086
44450	чародейский	NEUT	0.37	0.319	0.167	0.413	0.101	0.12	0.561	0.583	-0.022
44451	чародейство	NEUT	0.18	0.194	0.164	0.441	0.201	0.13	0.558	0.67	-0.112
44452	чародействовать	NEUT	0.23	0.228	0.188	0.426	0.158	0.18	0.588	0.747	-0.159
44453	час	NEUT	0.05	0.204	0.037	0.703	0.056	0.0	0.552	0.568	-0.016
44454	часик	NEUT	0.26	0.277	0.018	0.544	0.161	0.0	0.645	0.527	0.118
44455	часовенка	NEUT	0.36	0.275	0.029	0.412	0.284	0.0	0.651	0.559	0.092
44456	часовник	NEUT	0.1	0.2	0.04	0.6	0.16	0.0	0.522	0.618	-0.096
44457	часовня	NEUT	0.19	0.252	0.028	0.589	0.131	0.0	0.576	0.576	0.0
44458	часовщик	NEUT	0.14	0.245	0.02	0.666	0.069	0.0	0.53	0.649	-0.119
44459	часок	NEUT	0.14	0.18	0.02	0.48	0.32	0.0	0.608	0.588	0.02
44460	часочек	NEUT	0.43	0.364	0.047	0.442	0.147	0.0	0.587	0.511	0.076
44461	частенько	NEUT	0.0	0.176	0.029	0.766	0.029	0.0	0.514	0.473	0.041
44462	частить	NEUT	0.1	0.161	0.097	0.484	0.258	0.0	0.45	0.662	-0.212
44463	частица	NEUT	0.0	0.18	0.0	0.72	0.1	0.0	0.578	0.603	-0.025
44464	частичка	NEUT	0.05	0.205	0.026	0.718	0.051	0.0	0.58	0.628	-0.048
44465	частичный	NEUT	0.0	0.077	0.077	0.634	0.212	0.0	0.432	0.631	-0.199
44466	частник	NEUT	0.0	0.143	0.0	0.571	0.286	0.0	0.343	0.719	-0.376
44467	частнокапиталистический	NEUT	0.12	0.139	0.102	0.398	0.361	0.01	0.327	0.667	-0.34
44468	частноправовой	NEUT	0.0	0.08	0.04	0.56	0.32	0.0	0.185	0.677	-0.492
44469	частнопрактикующий	NEUT	0.44	0.376	0.04	0.455	0.129	0.0	0.297	0.678	-0.381
44470	частнопредпринимательский	NEUT	0.0	0.143	0.0	0.857	0.0	0.0	0.242	0.74	-0.498
44471	частнособственнический	NEUT	0.13	0.16	0.113	0.435	0.292	0.01	0.275	0.666	-0.391
44472	частность	NEUT	0.24	0.263	0.061	0.544	0.132	0.0	0.496	0.674	-0.178
44473	частный	NEUT	0.22	0.254	0.061	0.553	0.132	0.0	0.409	0.663	-0.254
44474	частокол	NEUT	0.0	0.118	0.059	0.647	0.176	0.0	0.572	0.616	-0.044
44475	частота	NEUT	0.0	0.098	0.02	0.706	0.176	0.0	0.561	0.521	0.04
44476	частотность	NEUT	0.0	0.038	0.077	0.808	0.077	0.0	0.515	0.601	-0.086
44477	частотный	NEUT	0.0	0.133	0.067	0.567	0.233	0.0	0.428	0.563	-0.135
44478	частушка	PSTV	0.9	0.639	0.049	0.214	0.098	0.0	0.527	0.613	-0.086
44479	частый	NEUT	0.05	0.179	0.0	0.625	0.196	0.0	0.457	0.561	-0.104
44480	часть	NEUT	0.0	0.161	0.018	0.732	0.089	0.0	0.452	0.669	-0.217
44481	часы	NEUT	0.12	0.237	0.067	0.666	0.03	0.0	0.597	0.493	0.104
44482	чат	NEUT	0.09	0.228	0.053	0.701	0.018	0.0	0.345	0.545	-0.2
44483	чау-чау	NEUT	0.42	0.297	0.079	0.376	0.248	0.0	0.62	0.393	0.227
44484	чахлость	NGTV	-1.0	0.02	0.68	0.14	0.16	0.0	0.507	0.687	-0.18
44485	чахлый	NGTV	-1.0	0.023	0.791	0.139	0.047	0.0	0.483	0.675	-0.192
44486	чахнуть	NGTV	-0.9	0.0	0.7	0.233	0.067	0.0	0.461	0.672	-0.211
44487	чахотка	NGTV	-0.91	0.038	0.654	0.212	0.096	0.0	0.574	0.638	-0.064
44488	чача	NEUT	0.3	0.24	0.176	0.352	0.232	0.21	0.603	0.539	0.064
44489	чаша	NEUT	0.02	0.188	0.0	0.708	0.104	0.0	0.562	0.58	-0.018
44490	чашеобразный	NEUT	0.02	0.167	0.056	0.638	0.139	0.0	0.652	0.617	0.035
44491	чашечка	NEUT	0.35	0.336	0.042	0.513	0.109	0.0	0.635	0.524	0.111
44492	чашка	NEUT	0.1	0.219	0.078	0.656	0.047	0.0	0.681	0.517	0.164
44493	чаща	NEUT	0.01	0.182	0.036	0.709	0.073	0.0	0.616	0.56	0.056
44494	чаять	PSTV	0.73	0.505	0.04	0.267	0.188	0.0	0.537	0.62	-0.083
44495	чаёвничать	PSTV	0.71	0.515	0.089	0.287	0.109	0.0	0.59	0.679	-0.089
44496	чаёк	PSTV	0.98	0.667	0.0	0.176	0.157	0.0	0.671	0.593	0.078
44497	че	NEUT	-0.34	0.044	0.325	0.517	0.114	0.0	0.506	0.528	-0.022
44498	чебурек	PSTV	0.61	0.484	0.065	0.354	0.097	0.0	0.507	0.481	0.026
44499	чебуречная	PSTV	0.56	0.433	0.087	0.362	0.118	0.0	0.418	0.503	-0.085
44500	чек	NEUT	0.0	0.082	0.082	0.734	0.102	0.0	0.415	0.692	-0.277
44501	чек-пойнт	NEUT	0.36	0.263	0.035	0.395	0.307	0.0	0.581	0.717	-0.136
44502	чеканить	NEUT	0.05	0.2	0.0	0.7	0.1	0.0	0.381	0.719	-0.338
44503	чеканка	NEUT	0.16	0.208	0.04	0.524	0.228	0.0	0.397	0.775	-0.378
44504	чеканный	NEUT	0.2	0.23	0.06	0.52	0.19	0.0	0.481	0.698	-0.217
44505	чеканщик	NEUT	0.05	0.2	0.01	0.7	0.09	0.0	0.414	0.718	-0.304
44506	чекистский	NGTV	-0.37	0.122	0.235	0.304	0.339	0.12	0.268	0.71	-0.442
44507	чековый	NEUT	0.0	0.036	0.036	0.678	0.25	0.0	0.344	0.658	-0.314
44508	чел	NEUT	0.1	0.168	0.152	0.496	0.184	0.07	0.404	0.602	-0.198
44509	челнок	NEUT	0.2	0.2	0.018	0.455	0.327	0.0	0.597	0.587	0.01
44510	челночный	NEUT	0.0	0.077	0.0	0.731	0.192	0.0	0.461	0.612	-0.151
44511	чело	NEUT	0.0	0.167	0.0	0.733	0.1	0.0	0.474	0.568	-0.094
44512	человек	NEUT	0.36	0.331	0.079	0.488	0.102	0.0	0.471	0.55	-0.079
44513	человеколюбец	PSTV	1.0	0.615	0.0	0.154	0.231	0.0	0.452	0.605	-0.153
44514	человеколюбивый	PSTV	1.0	0.75	0.036	0.071	0.143	0.0	0.457	0.619	-0.162
44515	человеколюбие	PSTV	1.0	0.759	0.0	0.069	0.172	0.0	0.498	0.666	-0.168
44516	человеконенавистник	NGTV	-1.0	0.034	0.724	0.104	0.138	0.0	0.414	0.608	-0.194
44517	человеконенавистнический	NGTV	-0.92	0.0	0.681	0.213	0.106	0.0	0.401	0.603	-0.202
44518	человеконенавистничество	NGTV	-0.98	0.086	0.656	0.172	0.086	0.0	0.439	0.71	-0.271
44519	человекообразный	NEUT	0.0	0.133	0.022	0.823	0.022	0.0	0.529	0.557	-0.028
44520	человекоубийство	NGTV	-1.0	0.042	0.771	0.124	0.063	0.0	0.599	0.708	-0.109
44521	человечек	PSTV	0.63	0.482	0.096	0.334	0.088	0.0	0.596	0.58	0.016
44522	человечески	PSTV	0.9	0.607	0.094	0.205	0.094	0.0	0.363	0.544	-0.181
44523	человеческий	PSTV	0.61	0.523	0.023	0.384	0.07	0.0	0.542	0.58	-0.038
44524	человечество	NEUT	0.26	0.262	0.108	0.507	0.123	0.0	0.542	0.558	-0.016
44525	человечий	NEUT	0.37	0.353	0.069	0.509	0.069	0.0	0.525	0.554	-0.029
44526	человечина	NGTV	-0.62	0.127	0.441	0.295	0.137	0.03	0.516	0.558	-0.042
44527	человечище	PSTV	0.78	0.581	0.068	0.266	0.085	0.0	0.46	0.603	-0.143
44528	человечность	PSTV	1.0	0.844	0.022	0.067	0.067	0.0	0.488	0.647	-0.159
44529	человечный	PSTV	1.0	0.84	0.02	0.12	0.02	0.0	0.469	0.53	-0.061
44530	челюстной	NEUT	0.0	0.117	0.078	0.582	0.223	0.0	0.46	0.614	-0.154
44531	челюсть	NEUT	0.05	0.188	0.054	0.642	0.116	0.0	0.486	0.679	-0.193
44532	челядь	NGTV	-0.69	0.071	0.411	0.241	0.277	0.0	0.449	0.48	-0.031
44533	чемодан	NEUT	0.01	0.167	0.083	0.657	0.093	0.0	0.571	0.587	-0.016
44534	чемоданный	NEUT	0.0	0.102	0.102	0.633	0.163	0.0	0.506	0.56	-0.054
44535	чемоданчик	NEUT	0.47	0.389	0.031	0.427	0.153	0.0	0.573	0.446	0.127
44536	чемпион	PSTV	1.0	0.786	0.018	0.142	0.054	0.0	0.371	0.623	-0.252
44537	чемпионат	NEUT	0.47	0.441	0.025	0.483	0.051	0.0	0.417	0.621	-0.204
44538	чемпионка	PSTV	0.98	0.739	0.0	0.196	0.065	0.0	0.553	0.511	0.042
44539	чемпионский	PSTV	1.0	0.837	0.0	0.093	0.07	0.0	0.396	0.687	-0.291
44540	чемпионство	PSTV	0.92	0.641	0.026	0.205	0.128	0.0	0.523	0.609	-0.086
44541	чепуха	NGTV	-0.87	0.043	0.638	0.234	0.085	0.0	0.518	0.539	-0.021
44542	чепуховина	NGTV	-0.72	0.05	0.495	0.267	0.188	0.0	0.559	0.524	0.035
44543	чепчик	NEUT	0.17	0.222	0.056	0.555	0.167	0.0	0.633	0.568	0.065
44544	червеобразный	NEUT	-0.1	0.151	0.175	0.515	0.159	0.05	0.539	0.634	-0.095
44545	черви	NEUT	-0.14	0.201	0.216	0.546	0.037	0.13	0.581	0.544	0.037
44546	червивый	NGTV	-1.0	0.074	0.741	0.037	0.148	0.0	0.43	0.682	-0.252
44547	червовый	NEUT	0.0	0.101	0.132	0.62	0.147	0.0	0.425	0.67	-0.245
44548	червонец	NEUT	0.0	0.0	0.038	0.693	0.269	0.0	0.456	0.685	-0.229
44549	червоточина	NGTV	-0.56	0.076	0.448	0.381	0.095	0.0	0.599	0.645	-0.046
44550	червоточинка	NGTV	-0.93	0.038	0.5	0.154	0.308	0.0	0.575	0.644	-0.069
44551	червь	NEUT	-0.14	0.123	0.213	0.574	0.09	0.0	0.531	0.703	-0.172
44552	червяк	NEUT	-0.05	0.145	0.169	0.581	0.105	0.0	0.597	0.619	-0.022
44553	червячок	NEUT	0.37	0.347	0.097	0.5	0.056	0.0	0.61	0.64	-0.03
44554	чердак	NEUT	0.0	0.172	0.069	0.69	0.069	0.0	0.505	0.649	-0.144
44555	чердачный	NEUT	0.0	0.04	0.0	0.84	0.12	0.0	0.546	0.619	-0.073
44556	чердачок	NEUT	0.22	0.27	0.03	0.58	0.12	0.0	0.614	0.616	-0.002
44557	череда	NEUT	0.0	0.115	0.038	0.616	0.231	0.0	0.518	0.654	-0.136
44558	чередование	NEUT	0.0	0.132	0.019	0.736	0.113	0.0	0.502	0.635	-0.133
44559	чередовать	NEUT	0.0	0.048	0.024	0.809	0.119	0.0	0.548	0.531	0.017
44560	чередоваться	NEUT	0.0	0.16	0.02	0.72	0.1	0.0	0.547	0.556	-0.009
44561	черемша	NEUT	0.35	0.27	0.052	0.417	0.261	0.0	0.612	0.595	0.017
44562	черенок	NEUT	0.0	0.149	0.095	0.607	0.149	0.0	0.607	0.69	-0.083
44563	череп	NEUT	-0.23	0.139	0.246	0.508	0.107	0.02	0.467	0.634	-0.167
44564	черепаха	NEUT	0.24	0.286	0.053	0.586	0.075	0.0	0.536	0.577	-0.041
44565	черепаховый	NEUT	0.0	0.08	0.04	0.64	0.24	0.0	0.559	0.562	-0.003
44566	черепаший	NEUT	0.0	0.144	0.136	0.601	0.119	0.0	0.456	0.646	-0.19
44567	черепашка	PSTV	0.61	0.52	0.008	0.376	0.096	0.0	0.552	0.549	0.003
44568	черепица	NEUT	0.0	0.07	0.023	0.767	0.14	0.0	0.531	0.673	-0.142
44569	черепичный	NEUT	0.11	0.194	0.029	0.563	0.214	0.0	0.509	0.67	-0.161
44570	черепно-мозговой	NEUT	-0.25	0.119	0.238	0.475	0.168	0.0	0.45	0.59	-0.14
44571	черепной	NEUT	0.0	0.059	0.157	0.627	0.157	0.0	0.463	0.468	-0.005
44572	черепок	NEUT	-0.18	0.112	0.216	0.525	0.147	0.0	0.612	0.573	0.039
44573	черепушка	NEUT	-0.21	0.176	0.235	0.491	0.098	0.11	0.497	0.627	-0.13
44574	чересчур	NGTV	-0.65	0.099	0.512	0.339	0.05	0.0	0.431	0.493	-0.062
44575	черешневый	NEUT	0.33	0.308	0.034	0.504	0.154	0.0	0.548	0.631	-0.083
44576	черешня	NEUT	0.54	0.488	0.039	0.434	0.039	0.0	0.549	0.663	-0.114
44577	черкануть	NEUT	-0.1	0.052	0.221	0.662	0.065	0.0	0.512	0.539	-0.027
44578	черкать	NEUT	-0.33	0.091	0.281	0.454	0.174	0.0	0.532	0.646	-0.114
44579	черкнуть	NEUT	0.0	0.047	0.116	0.674	0.163	0.0	0.458	0.615	-0.157
44580	чернение	NEUT	-0.27	0.142	0.236	0.425	0.197	0.08	0.488	0.699	-0.211
44581	чернеться	NGTV	-0.42	0.107	0.272	0.32	0.301	0.06	0.461	0.683	-0.222
44582	черника	PSTV	0.61	0.529	0.034	0.387	0.05	0.0	0.559	0.613	-0.054
44583	чернила	NEUT	0.0	0.115	0.019	0.731	0.135	0.0	0.499	0.615	-0.116
44584	чернильница	NEUT	0.0	0.154	0.0	0.731	0.115	0.0	0.473	0.682	-0.209
44585	чернильный	NEUT	-0.04	0.059	0.176	0.618	0.147	0.0	0.494	0.551	-0.057
44586	чернить	NGTV	-1.0	0.08	0.52	0.12	0.28	0.0	0.426	0.71	-0.284
44587	черничный	NEUT	0.14	0.22	0.04	0.6	0.14	0.0	0.482	0.606	-0.124
44588	черно-бурый	NEUT	0.0	0.088	0.127	0.707	0.078	0.0	0.479	0.671	-0.192
44589	чернобородый	NEUT	0.0	0.13	0.022	0.739	0.109	0.0	0.375	0.756	-0.381
44590	чернобровый	NEUT	0.0	0.16	0.04	0.7	0.1	0.0	0.472	0.722	-0.25
44591	черноватый	NEUT	-0.1	0.12	0.19	0.57	0.12	0.0	0.454	0.674	-0.22
44592	черновик	NEUT	0.0	0.185	0.037	0.741	0.037	0.0	0.447	0.686	-0.239
44593	черновой	NEUT	-0.14	0.152	0.181	0.467	0.2	0.08	0.331	0.648	-0.317
44594	черноволосый	NEUT	0.0	0.111	0.019	0.796	0.074	0.0	0.5	0.695	-0.195
44595	черноглазый	NEUT	0.0	0.07	0.047	0.79	0.093	0.0	0.437	0.72	-0.283
44596	черноголовый	NEUT	0.06	0.179	0.071	0.607	0.143	0.0	0.476	0.743	-0.267
44597	черногорский	NEUT	0.07	0.169	0.052	0.558	0.221	0.0	0.414	0.662	-0.248
44598	черногривый	NEUT	0.13	0.189	0.126	0.52	0.165	0.0	0.54	0.678	-0.138
44599	чернозём	NEUT	0.41	0.35	0.042	0.458	0.15	0.0	0.51	0.662	-0.152
44600	чернозёмный	NEUT	0.34	0.28	0.08	0.44	0.2	0.0	0.45	0.613	-0.163
44601	чернокнижие	NGTV	-0.8	0.087	0.447	0.194	0.272	0.0	0.473	0.715	-0.242
44602	чернокнижник	NGTV	-0.9	0.037	0.556	0.185	0.222	0.0	0.432	0.728	-0.296
44603	чернокнижница	NGTV	-0.77	0.122	0.409	0.173	0.296	0.05	0.608	0.576	0.032
44604	чернолесье	NEUT	-0.12	0.136	0.165	0.456	0.243	0.06	0.702	0.678	0.024
44605	черноморец	NEUT	0.06	0.171	0.0	0.572	0.257	0.0	0.468	0.717	-0.249
44606	черноморский	NEUT	0.0	0.143	0.048	0.714	0.095	0.0	0.531	0.6	-0.069
44607	черноокий	NEUT	0.22	0.24	0.09	0.52	0.15	0.0	0.494	0.728	-0.234
44608	черноплодный	NEUT	-0.01	0.137	0.147	0.579	0.137	0.0	0.459	0.664	-0.205
44609	чернослив	NEUT	0.4	0.379	0.026	0.509	0.086	0.0	0.529	0.646	-0.117
44610	черносмородиновый	NEUT	0.26	0.277	0.05	0.544	0.129	0.0	0.548	0.665	-0.117
44611	чернота	NGTV	-0.51	0.04	0.444	0.435	0.081	0.0	0.524	0.716	-0.192
44612	черноусый	NEUT	0.0	0.077	0.038	0.654	0.231	0.0	0.464	0.709	-0.245
44613	чернохвостый	NEUT	0.19	0.216	0.059	0.509	0.216	0.0	0.561	0.675	-0.114
44614	чернуха	NGTV	-0.96	0.084	0.568	0.159	0.189	0.0	0.371	0.703	-0.332
44615	чернь	NGTV	-0.85	0.087	0.529	0.201	0.183	0.0	0.469	0.769	-0.3
44616	чернявый	NEUT	0.0	0.088	0.147	0.706	0.059	0.0	0.455	0.756	-0.301
44617	чернёный	NEUT	-0.06	0.0	0.161	0.549	0.29	0.0	0.453	0.726	-0.273
44618	черпак	NEUT	0.0	0.073	0.049	0.634	0.244	0.0	0.474	0.604	-0.13
44619	черпануть	NEUT	0.13	0.2	0.067	0.555	0.178	0.0	0.404	0.632	-0.228
44620	черпать	NEUT	0.07	0.195	0.073	0.634	0.098	0.0	0.377	0.691	-0.314
44621	черпнуть	NEUT	0.18	0.25	0.008	0.609	0.133	0.0	0.485	0.641	-0.156
44622	черстветь	NGTV	-0.91	0.024	0.667	0.214	0.095	0.0	0.494	0.711	-0.217
44623	черта	NEUT	0.09	0.193	0.053	0.596	0.158	0.0	0.394	0.542	-0.148
44624	чертить	NEUT	0.06	0.193	0.088	0.64	0.079	0.0	0.584	0.557	0.027
44625	чертовка	NGTV	-0.87	0.13	0.537	0.195	0.138	0.0	0.539	0.525	0.014
44626	чертовски	NEUT	0.32	0.282	0.245	0.346	0.127	0.35	0.591	0.556	0.035
